vmax_kt,min_pressure_mb,lat,lon,month,month_sin,month_cos,abs_lat,pressure_deficit,dvmax_6h,dpres_6h,target
95.0,998.0,25.3,-92.6,7.0,-0.4999999999999998,-0.8660254037844388,25.3,12.0,0.0,0.0,0.0
95.0,998.0,25.2,-93.1,7.0,-0.4999999999999998,-0.8660254037844388,25.2,12.0,0.0,0.0,0.0
95.0,998.0,25.1,-93.6,7.0,-0.4999999999999998,-0.8660254037844388,25.1,12.0,0.0,0.0,0.0
93.0,998.0,25.0,-94.1,7.0,-0.4999999999999998,-0.8660254037844388,25.0,12.0,-4.0,0.0,0.0
90.0,998.0,24.9,-94.6,7.0,-0.4999999999999998,-0.8660254037844388,24.9,12.0,-6.0,0.0,0.0
90.0,998.0,24.8,-95.1,7.0,-0.4999999999999998,-0.8660254037844388,24.8,12.0,0.0,0.0,0.0
90.0,998.0,24.6,-95.6,7.0,-0.4999999999999998,-0.8660254037844388,24.6,12.0,0.0,0.0,0.0
88.0,998.0,24.4,-96.0,7.0,-0.4999999999999998,-0.8660254037844388,24.4,12.0,-4.0,0.0,0.0
25.0,998.0,30.7,-79.4,7.0,-0.4999999999999998,-0.8660254037844388,30.7,12.0,0.0,0.0,0.0
25.0,998.0,30.7,-79.2,7.0,-0.4999999999999998,-0.8660254037844388,30.7,12.0,0.0,0.0,0.0
25.0,998.0,30.8,-79.1,7.0,-0.4999999999999998,-0.8660254037844388,30.8,12.0,0.0,0.0,0.0
25.0,998.0,30.9,-79.0,7.0,-0.4999999999999998,-0.8660254037844388,30.9,12.0,0.0,0.0,0.0
25.0,998.0,31.0,-78.8,7.0,-0.4999999999999998,-0.8660254037844388,31.0,12.0,0.0,0.0,0.0
28.0,998.0,31.1,-78.5,7.0,-0.4999999999999998,-0.8660254037844388,31.1,12.0,6.0,0.0,0.0
30.0,998.0,31.3,-78.1,7.0,-0.4999999999999998,-0.8660254037844388,31.3,12.0,4.0,0.0,0.0
30.0,998.0,31.4,-77.7,7.0,-0.4999999999999998,-0.8660254037844388,31.4,12.0,0.0,0.0,0.0
30.0,998.0,31.6,-77.1,7.0,-0.4999999999999998,-0.8660254037844388,31.6,12.0,0.0,0.0,0.0
33.0,998.0,31.8,-76.4,7.0,-0.4999999999999998,-0.8660254037844388,31.8,12.0,6.0,0.0,0.0
35.0,998.0,31.9,-75.7,7.0,-0.4999999999999998,-0.8660254037844388,31.9,12.0,4.0,0.0,0.0
38.0,998.0,32.1,-75.0,7.0,-0.4999999999999998,-0.8660254037844388,32.1,12.0,6.0,0.0,0.0
40.0,998.0,32.2,-74.3,7.0,-0.4999999999999998,-0.8660254037844388,32.2,12.0,4.0,0.0,0.0
43.0,998.0,32.3,-73.6,7.0,-0.4999999999999998,-0.8660254037844388,32.3,12.0,6.0,0.0,0.0
45.0,998.0,32.4,-72.9,7.0,-0.4999999999999998,-0.8660254037844388,32.4,12.0,4.0,0.0,0.0
48.0,998.0,32.5,-72.2,7.0,-0.4999999999999998,-0.8660254037844388,32.5,12.0,6.0,0.0,0.0
50.0,998.0,32.6,-71.4,7.0,-0.4999999999999998,-0.8660254037844388,32.6,12.0,4.0,0.0,0.0
55.0,998.0,32.7,-70.7,7.0,-0.4999999999999998,-0.8660254037844388,32.7,12.0,10.0,0.0,0.0
60.0,998.0,32.9,-69.9,7.0,-0.4999999999999998,-0.8660254037844388,32.9,12.0,10.0,0.0,0.0
63.0,998.0,33.1,-69.1,7.0,-0.4999999999999998,-0.8660254037844388,33.1,12.0,6.0,0.0,0.0
65.0,998.0,33.5,-68.3,7.0,-0.4999999999999998,-0.8660254037844388,33.5,12.0,4.0,0.0,0.0
68.0,998.0,33.9,-67.5,7.0,-0.4999999999999998,-0.8660254037844388,33.9,12.0,6.0,0.0,0.0
70.0,998.0,34.5,-66.7,7.0,-0.4999999999999998,-0.8660254037844388,34.5,12.0,4.0,0.0,0.0
73.0,998.0,35.2,-65.9,7.0,-0.4999999999999998,-0.8660254037844388,35.2,12.0,6.0,0.0,0.0
75.0,998.0,35.9,-65.0,7.0,-0.4999999999999998,-0.8660254037844388,35.9,12.0,4.0,0.0,0.0
78.0,998.0,36.6,-64.2,7.0,-0.4999999999999998,-0.8660254037844388,36.6,12.0,6.0,0.0,0.0
80.0,998.0,37.4,-63.3,7.0,-0.4999999999999998,-0.8660254037844388,37.4,12.0,4.0,0.0,0.0
80.0,998.0,38.2,-62.4,7.0,-0.4999999999999998,-0.8660254037844388,38.2,12.0,0.0,0.0,0.0
80.0,998.0,39.0,-61.5,7.0,-0.4999999999999998,-0.8660254037844388,39.0,12.0,0.0,0.0,0.0
80.0,998.0,39.9,-60.5,7.0,-0.4999999999999998,-0.8660254037844388,39.9,12.0,0.0,0.0,0.0
80.0,998.0,40.8,-59.5,7.0,-0.4999999999999998,-0.8660254037844388,40.8,12.0,0.0,0.0,0.0
78.0,998.0,41.8,-58.4,7.0,-0.4999999999999998,-0.8660254037844388,41.8,12.0,-4.0,0.0,0.0
75.0,998.0,42.8,-57.2,7.0,-0.4999999999999998,-0.8660254037844388,42.8,12.0,-6.0,0.0,0.0
70.0,998.0,43.8,-55.9,7.0,-0.4999999999999998,-0.8660254037844388,43.8,12.0,-10.0,0.0,0.0
25.0,998.0,10.9,-56.0,8.0,-0.8660254037844384,-0.5000000000000004,10.9,12.0,0.0,0.0,0.0
25.0,998.0,11.2,-56.5,8.0,-0.8660254037844384,-0.5000000000000004,11.2,12.0,0.0,0.0,0.0
25.0,998.0,11.5,-57.0,8.0,-0.8660254037844384,-0.5000000000000004,11.5,12.0,0.0,0.0,0.0
25.0,998.0,11.8,-57.5,8.0,-0.8660254037844384,-0.5000000000000004,11.8,12.0,0.0,0.0,0.0
25.0,998.0,12.2,-58.0,8.0,-0.8660254037844384,-0.5000000000000004,12.2,12.0,0.0,0.0,0.0
25.0,998.0,12.6,-58.5,8.0,-0.8660254037844384,-0.5000000000000004,12.6,12.0,0.0,0.0,0.0
25.0,998.0,13.1,-58.9,8.0,-0.8660254037844384,-0.5000000000000004,13.1,12.0,0.0,0.0,0.0
25.0,998.0,13.5,-59.3,8.0,-0.8660254037844384,-0.5000000000000004,13.5,12.0,0.0,0.0,0.0
25.0,998.0,14.0,-59.7,8.0,-0.8660254037844384,-0.5000000000000004,14.0,12.0,0.0,0.0,0.0
25.0,998.0,14.5,-60.1,8.0,-0.8660254037844384,-0.5000000000000004,14.5,12.0,0.0,0.0,0.0
25.0,998.0,15.0,-60.5,8.0,-0.8660254037844384,-0.5000000000000004,15.0,12.0,0.0,0.0,0.0
28.0,998.0,15.5,-60.9,8.0,-0.8660254037844384,-0.5000000000000004,15.5,12.0,6.0,0.0,0.0
30.0,998.0,16.1,-61.2,8.0,-0.8660254037844384,-0.5000000000000004,16.1,12.0,4.0,0.0,0.0
33.0,998.0,16.7,-61.5,8.0,-0.8660254037844384,-0.5000000000000004,16.7,12.0,6.0,0.0,0.0
35.0,998.0,17.3,-61.8,8.0,-0.8660254037844384,-0.5000000000000004,17.3,12.0,4.0,0.0,1.0
38.0,998.0,17.9,-62.1,8.0,-0.8660254037844384,-0.5000000000000004,17.9,12.0,6.0,0.0,1.0
40.0,998.0,18.5,-62.4,8.0,-0.8660254037844384,-0.5000000000000004,18.5,12.0,4.0,0.0,1.0
43.0,998.0,19.0,-62.7,8.0,-0.8660254037844384,-0.5000000000000004,19.0,12.0,6.0,0.0,1.0
45.0,998.0,19.5,-63.0,8.0,-0.8660254037844384,-0.5000000000000004,19.5,12.0,4.0,0.0,1.0
50.0,998.0,19.9,-63.3,8.0,-0.8660254037844384,-0.5000000000000004,19.9,12.0,10.0,0.0,0.0
55.0,998.0,20.3,-63.7,8.0,-0.8660254037844384,-0.5000000000000004,20.3,12.0,10.0,0.0,0.0
60.0,998.0,20.6,-64.1,8.0,-0.8660254037844384,-0.5000000000000004,20.6,12.0,10.0,0.0,0.0
65.0,998.0,20.9,-64.5,8.0,-0.8660254037844384,-0.5000000000000004,20.9,12.0,10.0,0.0,0.0
68.0,998.0,21.2,-64.9,8.0,-0.8660254037844384,-0.5000000000000004,21.2,12.0,6.0,0.0,0.0
70.0,998.0,21.4,-65.3,8.0,-0.8660254037844384,-0.5000000000000004,21.4,12.0,4.0,0.0,0.0
73.0,998.0,21.6,-65.7,8.0,-0.8660254037844384,-0.5000000000000004,21.6,12.0,6.0,0.0,0.0
75.0,998.0,21.8,-66.0,8.0,-0.8660254037844384,-0.5000000000000004,21.8,12.0,4.0,0.0,0.0
78.0,998.0,22.0,-66.4,8.0,-0.8660254037844384,-0.5000000000000004,22.0,12.0,6.0,0.0,0.0
80.0,998.0,22.2,-66.7,8.0,-0.8660254037844384,-0.5000000000000004,22.2,12.0,4.0,0.0,0.0
83.0,998.0,22.4,-66.9,8.0,-0.8660254037844384,-0.5000000000000004,22.4,12.0,6.0,0.0,0.0
85.0,998.0,22.5,-67.1,8.0,-0.8660254037844384,-0.5000000000000004,22.5,12.0,4.0,0.0,0.0
88.0,998.0,22.6,-67.3,8.0,-0.8660254037844384,-0.5000000000000004,22.6,12.0,6.0,0.0,0.0
90.0,998.0,22.8,-67.4,8.0,-0.8660254037844384,-0.5000000000000004,22.8,12.0,4.0,0.0,0.0
93.0,998.0,23.0,-67.5,8.0,-0.8660254037844384,-0.5000000000000004,23.0,12.0,6.0,0.0,0.0
95.0,998.0,23.2,-67.5,8.0,-0.8660254037844384,-0.5000000000000004,23.2,12.0,4.0,0.0,0.0
98.0,998.0,23.5,-67.6,8.0,-0.8660254037844384,-0.5000000000000004,23.5,12.0,6.0,0.0,0.0
100.0,998.0,23.9,-67.6,8.0,-0.8660254037844384,-0.5000000000000004,23.9,12.0,4.0,0.0,0.0
103.0,998.0,24.4,-67.7,8.0,-0.8660254037844384,-0.5000000000000004,24.4,12.0,6.0,0.0,0.0
105.0,998.0,24.9,-67.7,8.0,-0.8660254037844384,-0.5000000000000004,24.9,12.0,4.0,0.0,0.0
110.0,998.0,25.5,-67.7,8.0,-0.8660254037844384,-0.5000000000000004,25.5,12.0,10.0,0.0,0.0
115.0,998.0,26.2,-67.8,8.0,-0.8660254037844384,-0.5000000000000004,26.2,12.0,10.0,0.0,0.0
115.0,998.0,26.8,-67.9,8.0,-0.8660254037844384,-0.5000000000000004,26.8,12.0,0.0,0.0,0.0
115.0,998.0,27.3,-68.0,8.0,-0.8660254037844384,-0.5000000000000004,27.3,12.0,0.0,0.0,0.0
115.0,998.0,27.7,-68.1,8.0,-0.8660254037844384,-0.5000000000000004,27.7,12.0,0.0,0.0,0.0
115.0,998.0,28.1,-68.2,8.0,-0.8660254037844384,-0.5000000000000004,28.1,12.0,0.0,0.0,0.0
115.0,998.0,28.4,-68.3,8.0,-0.8660254037844384,-0.5000000000000004,28.4,12.0,0.0,0.0,0.0
115.0,998.0,28.7,-68.3,8.0,-0.8660254037844384,-0.5000000000000004,28.7,12.0,0.0,0.0,0.0
113.0,998.0,28.9,-68.4,8.0,-0.8660254037844384,-0.5000000000000004,28.9,12.0,-4.0,0.0,0.0
110.0,998.0,29.1,-68.4,8.0,-0.8660254037844384,-0.5000000000000004,29.1,12.0,-6.0,0.0,0.0
110.0,998.0,29.2,-68.5,8.0,-0.8660254037844384,-0.5000000000000004,29.2,12.0,0.0,0.0,0.0
110.0,998.0,29.4,-68.5,8.0,-0.8660254037844384,-0.5000000000000004,29.4,12.0,0.0,0.0,0.0
110.0,998.0,29.7,-68.5,8.0,-0.8660254037844384,-0.5000000000000004,29.7,12.0,0.0,0.0,0.0
110.0,998.0,30.0,-68.4,8.0,-0.8660254037844384,-0.5000000000000004,30.0,12.0,0.0,0.0,0.0
110.0,998.0,30.4,-68.2,8.0,-0.8660254037844384,-0.5000000000000004,30.4,12.0,0.0,0.0,0.0
110.0,998.0,30.8,-68.0,8.0,-0.8660254037844384,-0.5000000000000004,30.8,12.0,0.0,0.0,0.0
108.0,998.0,31.2,-67.7,8.0,-0.8660254037844384,-0.5000000000000004,31.2,12.0,-4.0,0.0,0.0
105.0,998.0,31.7,-67.4,8.0,-0.8660254037844384,-0.5000000000000004,31.7,12.0,-6.0,0.0,0.0
103.0,998.0,32.2,-67.1,8.0,-0.8660254037844384,-0.5000000000000004,32.2,12.0,-4.0,0.0,0.0
100.0,998.0,32.8,-66.6,8.0,-0.8660254037844384,-0.5000000000000004,32.8,12.0,-6.0,0.0,0.0
100.0,998.0,33.4,-65.9,8.0,-0.8660254037844384,-0.5000000000000004,33.4,12.0,0.0,0.0,0.0
100.0,998.0,34.0,-65.0,8.0,-0.8660254037844384,-0.5000000000000004,34.0,12.0,0.0,0.0,0.0
100.0,998.0,34.6,-64.0,8.0,-0.8660254037844384,-0.5000000000000004,34.6,12.0,0.0,0.0,0.0
100.0,998.0,35.2,-63.0,8.0,-0.8660254037844384,-0.5000000000000004,35.2,12.0,0.0,0.0,0.0
100.0,998.0,35.6,-62.0,8.0,-0.8660254037844384,-0.5000000000000004,35.6,12.0,0.0,0.0,0.0
100.0,998.0,36.1,-61.0,8.0,-0.8660254037844384,-0.5000000000000004,36.1,12.0,0.0,0.0,0.0
100.0,998.0,36.6,-60.0,8.0,-0.8660254037844384,-0.5000000000000004,36.6,12.0,0.0,0.0,0.0
100.0,998.0,37.3,-59.0,8.0,-0.8660254037844384,-0.5000000000000004,37.3,12.0,0.0,0.0,0.0
98.0,998.0,38.4,-58.2,8.0,-0.8660254037844384,-0.5000000000000004,38.4,12.0,-4.0,0.0,0.0
95.0,998.0,39.7,-57.6,8.0,-0.8660254037844384,-0.5000000000000004,39.7,12.0,-6.0,0.0,0.0
90.0,998.0,41.1,-57.0,8.0,-0.8660254037844384,-0.5000000000000004,41.1,12.0,-10.0,0.0,0.0
85.0,998.0,42.6,-56.7,8.0,-0.8660254037844384,-0.5000000000000004,42.6,12.0,-10.0,0.0,0.0
80.0,998.0,44.0,-56.7,8.0,-0.8660254037844384,-0.5000000000000004,44.0,12.0,-10.0,0.0,0.0
75.0,998.0,45.2,-57.0,8.0,-0.8660254037844384,-0.5000000000000004,45.2,12.0,-10.0,0.0,0.0
73.0,998.0,46.4,-57.3,8.0,-0.8660254037844384,-0.5000000000000004,46.4,12.0,-4.0,0.0,0.0
70.0,998.0,47.3,-57.7,8.0,-0.8660254037844384,-0.5000000000000004,47.3,12.0,-6.0,0.0,0.0
65.0,998.0,48.0,-58.0,8.0,-0.8660254037844384,-0.5000000000000004,48.0,12.0,-10.0,0.0,0.0
60.0,998.0,48.4,-58.4,8.0,-0.8660254037844384,-0.5000000000000004,48.4,12.0,-10.0,0.0,0.0
55.0,998.0,48.7,-58.8,8.0,-0.8660254037844384,-0.5000000000000004,48.7,12.0,-10.0,0.0,0.0
30.0,998.0,22.3,-90.4,6.0,1.2246467991473532e-16,-1.0,22.3,12.0,0.0,0.0,0.0
33.0,998.0,22.5,-90.6,6.0,1.2246467991473532e-16,-1.0,22.5,12.0,6.0,0.0,0.0
35.0,998.0,22.7,-90.8,6.0,1.2246467991473532e-16,-1.0,22.7,12.0,4.0,0.0,0.0
38.0,998.0,22.9,-91.0,6.0,1.2246467991473532e-16,-1.0,22.9,12.0,6.0,0.0,0.0
40.0,998.0,23.2,-91.1,6.0,1.2246467991473532e-16,-1.0,23.2,12.0,4.0,0.0,0.0
43.0,998.0,23.5,-91.2,6.0,1.2246467991473532e-16,-1.0,23.5,12.0,6.0,0.0,0.0
45.0,1000.0,23.8,-91.4,6.0,1.2246467991473532e-16,-1.0,23.8,10.0,4.0,0.0,0.0
45.0,998.0,24.0,-91.6,6.0,1.2246467991473532e-16,-1.0,24.0,12.0,0.0,0.0,0.0
45.0,998.0,24.2,-91.9,6.0,1.2246467991473532e-16,-1.0,24.2,12.0,0.0,0.0,0.0
45.0,998.0,24.4,-92.2,6.0,1.2246467991473532e-16,-1.0,24.4,12.0,0.0,0.0,0.0
45.0,998.0,24.6,-92.7,6.0,1.2246467991473532e-16,-1.0,24.6,12.0,0.0,0.0,0.0
45.0,998.0,24.8,-93.3,6.0,1.2246467991473532e-16,-1.0,24.8,12.0,0.0,0.0,0.0
45.0,998.0,25.0,-93.9,6.0,1.2246467991473532e-16,-1.0,25.0,12.0,0.0,0.0,0.0
45.0,998.0,25.0,-94.4,6.0,1.2246467991473532e-16,-1.0,25.0,12.0,0.0,0.0,0.0
45.0,998.0,24.8,-94.9,6.0,1.2246467991473532e-16,-1.0,24.8,12.0,0.0,0.0,0.0
45.0,998.0,24.6,-95.4,6.0,1.2246467991473532e-16,-1.0,24.6,12.0,0.0,0.0,0.0
45.0,998.0,24.4,-95.9,6.0,1.2246467991473532e-16,-1.0,24.4,12.0,0.0,0.0,0.0
45.0,998.0,24.2,-96.4,6.0,1.2246467991473532e-16,-1.0,24.2,12.0,0.0,0.0,0.0
25.0,998.0,22.8,-75.5,8.0,-0.8660254037844384,-0.5000000000000004,22.8,12.0,0.0,0.0,0.0
28.0,998.0,23.2,-75.7,8.0,-0.8660254037844384,-0.5000000000000004,23.2,12.0,6.0,0.0,0.0
30.0,998.0,23.6,-75.9,8.0,-0.8660254037844384,-0.5000000000000004,23.6,12.0,4.0,0.0,0.0
30.0,998.0,24.0,-76.1,8.0,-0.8660254037844384,-0.5000000000000004,24.0,12.0,0.0,0.0,0.0
30.0,998.0,24.3,-76.2,8.0,-0.8660254037844384,-0.5000000000000004,24.3,12.0,0.0,0.0,0.0
30.0,998.0,24.6,-76.4,8.0,-0.8660254037844384,-0.5000000000000004,24.6,12.0,0.0,0.0,0.0
30.0,998.0,24.9,-76.5,8.0,-0.8660254037844384,-0.5000000000000004,24.9,12.0,0.0,0.0,0.0
33.0,998.0,25.2,-76.6,8.0,-0.8660254037844384,-0.5000000000000004,25.2,12.0,6.0,0.0,0.0
35.0,998.0,25.6,-76.7,8.0,-0.8660254037844384,-0.5000000000000004,25.6,12.0,4.0,0.0,0.0
35.0,998.0,26.0,-76.8,8.0,-0.8660254037844384,-0.5000000000000004,26.0,12.0,0.0,0.0,0.0
35.0,998.0,26.4,-76.9,8.0,-0.8660254037844384,-0.5000000000000004,26.4,12.0,0.0,0.0,0.0
35.0,998.0,26.7,-77.0,8.0,-0.8660254037844384,-0.5000000000000004,26.7,12.0,0.0,0.0,0.0
35.0,998.0,27.1,-77.0,8.0,-0.8660254037844384,-0.5000000000000004,27.1,12.0,0.0,0.0,0.0
35.0,998.0,27.5,-77.1,8.0,-0.8660254037844384,-0.5000000000000004,27.5,12.0,0.0,0.0,0.0
35.0,998.0,28.0,-77.1,8.0,-0.8660254037844384,-0.5000000000000004,28.0,12.0,0.0,0.0,0.0
35.0,998.0,28.4,-77.1,8.0,-0.8660254037844384,-0.5000000000000004,28.4,12.0,0.0,0.0,0.0
35.0,998.0,28.9,-77.1,8.0,-0.8660254037844384,-0.5000000000000004,28.9,12.0,0.0,0.0,0.0
35.0,998.0,29.3,-77.1,8.0,-0.8660254037844384,-0.5000000000000004,29.3,12.0,0.0,0.0,0.0
35.0,998.0,29.8,-77.1,8.0,-0.8660254037844384,-0.5000000000000004,29.8,12.0,0.0,0.0,0.0
35.0,998.0,30.2,-77.1,8.0,-0.8660254037844384,-0.5000000000000004,30.2,12.0,0.0,0.0,0.0
35.0,998.0,30.7,-77.0,8.0,-0.8660254037844384,-0.5000000000000004,30.7,12.0,0.0,0.0,0.0
38.0,998.0,31.2,-76.9,8.0,-0.8660254037844384,-0.5000000000000004,31.2,12.0,6.0,0.0,0.0
40.0,998.0,31.7,-76.8,8.0,-0.8660254037844384,-0.5000000000000004,31.7,12.0,4.0,0.0,0.0
40.0,998.0,32.2,-76.6,8.0,-0.8660254037844384,-0.5000000000000004,32.2,12.0,0.0,0.0,0.0
40.0,998.0,32.6,-76.2,8.0,-0.8660254037844384,-0.5000000000000004,32.6,12.0,0.0,0.0,0.0
43.0,998.0,33.1,-75.7,8.0,-0.8660254037844384,-0.5000000000000004,33.1,12.0,6.0,0.0,0.0
45.0,998.0,33.5,-75.2,8.0,-0.8660254037844384,-0.5000000000000004,33.5,12.0,4.0,0.0,0.0
48.0,998.0,33.9,-74.7,8.0,-0.8660254037844384,-0.5000000000000004,33.9,12.0,6.0,0.0,0.0
50.0,998.0,34.4,-74.3,8.0,-0.8660254037844384,-0.5000000000000004,34.4,12.0,4.0,0.0,0.0
50.0,998.0,34.9,-73.9,8.0,-0.8660254037844384,-0.5000000000000004,34.9,12.0,0.0,0.0,0.0
50.0,998.0,35.4,-73.5,8.0,-0.8660254037844384,-0.5000000000000004,35.4,12.0,0.0,0.0,0.0
50.0,998.0,35.7,-73.2,8.0,-0.8660254037844384,-0.5000000000000004,35.7,12.0,0.0,0.0,0.0
50.0,998.0,36.1,-72.9,8.0,-0.8660254037844384,-0.5000000000000004,36.1,12.0,0.0,0.0,0.0
53.0,998.0,36.5,-72.6,8.0,-0.8660254037844384,-0.5000000000000004,36.5,12.0,6.0,0.0,0.0
55.0,998.0,37.1,-72.2,8.0,-0.8660254037844384,-0.5000000000000004,37.1,12.0,4.0,0.0,0.0
55.0,998.0,37.8,-71.8,8.0,-0.8660254037844384,-0.5000000000000004,37.8,12.0,0.0,0.0,0.0
55.0,998.0,38.5,-71.2,8.0,-0.8660254037844384,-0.5000000000000004,38.5,12.0,0.0,0.0,0.0
55.0,998.0,39.2,-70.3,8.0,-0.8660254037844384,-0.5000000000000004,39.2,12.0,0.0,0.0,0.0
55.0,998.0,39.9,-69.4,8.0,-0.8660254037844384,-0.5000000000000004,39.9,12.0,0.0,0.0,0.0
55.0,998.0,40.5,-68.6,8.0,-0.8660254037844384,-0.5000000000000004,40.5,12.0,0.0,0.0,0.0
55.0,998.0,41.0,-67.8,8.0,-0.8660254037844384,-0.5000000000000004,41.0,12.0,0.0,0.0,0.0
53.0,998.0,41.4,-67.1,8.0,-0.8660254037844384,-0.5000000000000004,41.4,12.0,-4.0,0.0,0.0
50.0,998.0,41.8,-66.4,8.0,-0.8660254037844384,-0.5000000000000004,41.8,12.0,-6.0,0.0,0.0
48.0,998.0,42.2,-65.8,8.0,-0.8660254037844384,-0.5000000000000004,42.2,12.0,-4.0,0.0,0.0
45.0,998.0,42.5,-65.1,8.0,-0.8660254037844384,-0.5000000000000004,42.5,12.0,-6.0,0.0,0.0
43.0,998.0,42.6,-64.4,8.0,-0.8660254037844384,-0.5000000000000004,42.6,12.0,-4.0,0.0,0.0
40.0,998.0,42.6,-63.7,8.0,-0.8660254037844384,-0.5000000000000004,42.6,12.0,-6.0,0.0,0.0
38.0,998.0,42.6,-63.0,8.0,-0.8660254037844384,-0.5000000000000004,42.6,12.0,-4.0,0.0,0.0
60.0,998.0,17.5,-62.3,8.0,-0.8660254037844384,-0.5000000000000004,17.5,12.0,0.0,0.0,0.0
60.0,998.0,17.8,-62.9,8.0,-0.8660254037844384,-0.5000000000000004,17.8,12.0,0.0,0.0,0.0
60.0,998.0,18.2,-63.4,8.0,-0.8660254037844384,-0.5000000000000004,18.2,12.0,0.0,0.0,0.0
58.0,998.0,18.6,-64.0,8.0,-0.8660254037844384,-0.5000000000000004,18.6,12.0,-4.0,0.0,0.0
55.0,998.0,18.9,-64.6,8.0,-0.8660254037844384,-0.5000000000000004,18.9,12.0,-6.0,0.0,0.0
53.0,998.0,19.0,-65.4,8.0,-0.8660254037844384,-0.5000000000000004,19.0,12.0,-4.0,0.0,0.0
30.0,998.0,19.3,-63.9,8.0,-0.8660254037844384,-0.5000000000000004,19.3,12.0,0.0,0.0,0.0
30.0,998.0,19.4,-64.3,8.0,-0.8660254037844384,-0.5000000000000004,19.4,12.0,0.0,0.0,0.0
30.0,998.0,19.5,-64.6,8.0,-0.8660254037844384,-0.5000000000000004,19.5,12.0,0.0,0.0,0.0
30.0,998.0,19.7,-64.9,8.0,-0.8660254037844384,-0.5000000000000004,19.7,12.0,0.0,0.0,0.0
30.0,998.0,19.9,-65.3,8.0,-0.8660254037844384,-0.5000000000000004,19.9,12.0,0.0,0.0,0.0
30.0,998.0,20.0,-65.6,8.0,-0.8660254037844384,-0.5000000000000004,20.0,12.0,0.0,0.0,0.0
30.0,998.0,20.2,-66.0,8.0,-0.8660254037844384,-0.5000000000000004,20.2,12.0,0.0,0.0,0.0
30.0,998.0,20.4,-66.4,8.0,-0.8660254037844384,-0.5000000000000004,20.4,12.0,0.0,0.0,0.0
30.0,998.0,20.7,-66.9,8.0,-0.8660254037844384,-0.5000000000000004,20.7,12.0,0.0,0.0,0.0
33.0,998.0,21.1,-67.4,8.0,-0.8660254037844384,-0.5000000000000004,21.1,12.0,6.0,0.0,0.0
35.0,998.0,21.5,-68.0,8.0,-0.8660254037844384,-0.5000000000000004,21.5,12.0,4.0,0.0,0.0
35.0,998.0,21.9,-68.6,8.0,-0.8660254037844384,-0.5000000000000004,21.9,12.0,0.0,0.0,0.0
35.0,998.0,22.2,-69.2,8.0,-0.8660254037844384,-0.5000000000000004,22.2,12.0,0.0,0.0,0.0
38.0,998.0,22.5,-69.8,8.0,-0.8660254037844384,-0.5000000000000004,22.5,12.0,6.0,0.0,0.0
40.0,998.0,22.8,-70.3,8.0,-0.8660254037844384,-0.5000000000000004,22.8,12.0,4.0,0.0,0.0
40.0,998.0,23.1,-70.8,8.0,-0.8660254037844384,-0.5000000000000004,23.1,12.0,0.0,0.0,0.0
40.0,998.0,23.3,-71.3,8.0,-0.8660254037844384,-0.5000000000000004,23.3,12.0,0.0,0.0,0.0
43.0,998.0,23.5,-71.8,8.0,-0.8660254037844384,-0.5000000000000004,23.5,12.0,6.0,0.0,0.0
45.0,998.0,23.7,-72.3,8.0,-0.8660254037844384,-0.5000000000000004,23.7,12.0,4.0,0.0,0.0
45.0,998.0,23.9,-72.8,8.0,-0.8660254037844384,-0.5000000000000004,23.9,12.0,0.0,0.0,0.0
45.0,998.0,24.0,-73.3,8.0,-0.8660254037844384,-0.5000000000000004,24.0,12.0,0.0,0.0,0.0
48.0,998.0,24.1,-73.8,8.0,-0.8660254037844384,-0.5000000000000004,24.1,12.0,6.0,0.0,0.0
50.0,998.0,24.3,-74.3,8.0,-0.8660254037844384,-0.5000000000000004,24.3,12.0,4.0,0.0,0.0
53.0,998.0,24.5,-74.8,8.0,-0.8660254037844384,-0.5000000000000004,24.5,12.0,6.0,0.0,0.0
55.0,998.0,24.7,-75.3,8.0,-0.8660254037844384,-0.5000000000000004,24.7,12.0,4.0,0.0,0.0
55.0,998.0,24.9,-75.8,8.0,-0.8660254037844384,-0.5000000000000004,24.9,12.0,0.0,0.0,0.0
55.0,998.0,25.2,-76.3,8.0,-0.8660254037844384,-0.5000000000000004,25.2,12.0,0.0,0.0,0.0
58.0,998.0,25.4,-76.8,8.0,-0.8660254037844384,-0.5000000000000004,25.4,12.0,6.0,0.0,0.0
60.0,998.0,25.7,-77.3,8.0,-0.8660254037844384,-0.5000000000000004,25.7,12.0,4.0,0.0,0.0
63.0,998.0,25.9,-77.8,8.0,-0.8660254037844384,-0.5000000000000004,25.9,12.0,6.0,0.0,0.0
65.0,998.0,26.2,-78.3,8.0,-0.8660254037844384,-0.5000000000000004,26.2,12.0,4.0,0.0,0.0
65.0,998.0,26.4,-78.8,8.0,-0.8660254037844384,-0.5000000000000004,26.4,12.0,0.0,0.0,0.0
65.0,998.0,26.7,-79.3,8.0,-0.8660254037844384,-0.5000000000000004,26.7,12.0,0.0,0.0,0.0
65.0,998.0,27.0,-79.8,8.0,-0.8660254037844384,-0.5000000000000004,27.0,12.0,0.0,0.0,0.0
65.0,998.0,27.2,-80.2,8.0,-0.8660254037844384,-0.5000000000000004,27.2,12.0,0.0,0.0,0.0
65.0,998.0,27.3,-80.4,8.0,-0.8660254037844384,-0.5000000000000004,27.3,12.0,0.0,0.0,0.0
